item_number,item_name,brand,category,description,image(color),image(detail1),image(detail2),image(detail3),image(detail4),image(detail5)
797-8327,ワイドスウェットサロペット,ANAP,ワンピース・ドレス,"オンライン限定アイテム

スタイリングに取り入れやすいのに洒落感も手に入るサロペット。
ウエストゴムを入れることでシルエットを引き締め、スウェットならではのカジュアル感を抑えました。
ひざ付近や裾のカット加工でリメイクのような雰囲気出しもした、こだわりの1着。

＜サイズ＞
身幅：20cm
ウエスト：60cm〜74cm
ヒップ：90cm
股上：34cm（ウエスト部分から）
股下：69cm
わたり幅：29cm
裾幅：25.5cm
総丈：136cm〜143cm

＜素材＞
ポリエステル65％、綿35％

＜モデルの身長＞
162cm
157?
※ストレッチあり※裏地なし※ポケットあり※ウエストゴムあり
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265907/black-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265907/ex-47459-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265907/ex-47442-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265907/ex-47458-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265907/ex-47457-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265907/ex-47452-image.jpg
797-8327,ワイドスウェットサロペット,ANAP,ワンピース・ドレス,"オンライン限定アイテム

スタイリングに取り入れやすいのに洒落感も手に入るサロペット。
ウエストゴムを入れることでシルエットを引き締め、スウェットならではのカジュアル感を抑えました。
ひざ付近や裾のカット加工でリメイクのような雰囲気出しもした、こだわりの1着。

＜サイズ＞
身幅：20cm
ウエスト：60cm〜74cm
ヒップ：90cm
股上：34cm（ウエスト部分から）
股下：69cm
わたり幅：29cm
裾幅：25.5cm
総丈：136cm〜143cm

＜素材＞
ポリエステル65％、綿35％

＜モデルの身長＞
162cm
157?
※ストレッチあり※裏地なし※ポケットあり※ウエストゴムあり
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265907/grey-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265907/ex-47459-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265907/ex-47442-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265907/ex-47458-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265907/ex-47457-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265907/ex-47452-image.jpg
153-5042,フロントスリット裏毛チュニック,ANAP,Tops,"リラックスカジュアルなスタイリングが楽しめる裏毛チュニック。
フロントの開放感のあるスリットには、ややひねりを加えて小ワザを効かせました。
しっとりとなめらかなタッチで肌に心地よい風合いに仕上げています。


＜サイズ＞
身幅：58cm
ゆき丈：81cm
着丈：(前)88cm(後)78cm
スリット：41cm

＜素材＞
綿53％、ポリエステル47％

＜モデルの身長＞
162?
163?

※ストレッチあり※裏地なし
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265825/black-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265825/ex-44592-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265825/ex-44589-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265825/ex-44591-image.jpg,,
153-5042,フロントスリット裏毛チュニック,ANAP,Tops,"リラックスカジュアルなスタイリングが楽しめる裏毛チュニック。
フロントの開放感のあるスリットには、ややひねりを加えて小ワザを効かせました。
しっとりとなめらかなタッチで肌に心地よい風合いに仕上げています。


＜サイズ＞
身幅：58cm
ゆき丈：81cm
着丈：(前)88cm(後)78cm
スリット：41cm

＜素材＞
綿53％、ポリエステル47％

＜モデルの身長＞
162?
163?

※ストレッチあり※裏地なし
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265825/brown-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265825/ex-44592-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265825/ex-44589-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265825/ex-44591-image.jpg,,
793-8326,アシンメトリードッキング裏毛プルオーバー,ANAP,Tops,"オンライン限定アイテム

ヘルシーな肌見せが叶う裏毛プルオーバー。
ノースリーブとオフショルトップスを重ねたように見えるフェイクデザインがおしゃれです。
あえて肩の落ち具合をアシンメトリーにして、よりリアルな重ね着感を演出。
何気ないトレーナーに女性らしさを薫らせるアイテムです。

＜サイズ＞
身幅：62cm
ゆき丈：81cm
着丈：63cm

＜素材＞
本体部分/ポリエステル67％、綿33％
別布/ポリエステル93％、ポリウレタン7％
リブ部分/ポリエステル62％、綿33％、ポリウレタン5％

＜モデルの身長＞
162?
157?

※ストレッチあり※裏地なし
※一部リブ素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265906/grey-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265906/ex-45696-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265906/ex-45697-image.jpg,,,
793-8326,アシンメトリードッキング裏毛プルオーバー,ANAP,Tops,"オンライン限定アイテム

ヘルシーな肌見せが叶う裏毛プルオーバー。
ノースリーブとオフショルトップスを重ねたように見えるフェイクデザインがおしゃれです。
あえて肩の落ち具合をアシンメトリーにして、よりリアルな重ね着感を演出。
何気ないトレーナーに女性らしさを薫らせるアイテムです。

＜サイズ＞
身幅：62cm
ゆき丈：81cm
着丈：63cm

＜素材＞
本体部分/ポリエステル67％、綿33％
別布/ポリエステル93％、ポリウレタン7％
リブ部分/ポリエステル62％、綿33％、ポリウレタン5％

＜モデルの身長＞
162?
157?

※ストレッチあり※裏地なし
※一部リブ素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265906/blue-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265906/ex-45696-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265906/ex-45697-image.jpg,,,
793-8283,フロントボタンパワショルリブトップス,ANAP,Tops,"ふくらみを持ったパワーショルダーが女性らしいトップス。
フロントにはボディと同カラーの飾りボタンを添え、センスアップを狙いました。
細幅のリブがボディにそっと寄り添い、美しいラインをメイク。
ボリューム感のあるボトムや強インパクトのボトムとも合わせやすい1着です。

＜サイズ＞
身幅：39cm
肩幅：32cm
袖丈：61cm
着丈：45cm

＜素材＞
ポリエステル62％、綿33％、ポリウレタン5％

＜モデルの身長＞
150?
158?

※ストレッチあり※裏地なし
※リブ素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265517/white-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265517/ex-45808-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265517/ex-45796-image.jpg,,,
793-8283,フロントボタンパワショルリブトップス,ANAP,Tops,"ふくらみを持ったパワーショルダーが女性らしいトップス。
フロントにはボディと同カラーの飾りボタンを添え、センスアップを狙いました。
細幅のリブがボディにそっと寄り添い、美しいラインをメイク。
ボリューム感のあるボトムや強インパクトのボトムとも合わせやすい1着です。

＜サイズ＞
身幅：39cm
肩幅：32cm
袖丈：61cm
着丈：45cm

＜素材＞
ポリエステル62％、綿33％、ポリウレタン5％

＜モデルの身長＞
150?
158?

※ストレッチあり※裏地なし
※リブ素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265517/grey-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265517/ex-45808-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265517/ex-45796-image.jpg,,,
793-8283,フロントボタンパワショルリブトップス,ANAP,Tops,"ふくらみを持ったパワーショルダーが女性らしいトップス。
フロントにはボディと同カラーの飾りボタンを添え、センスアップを狙いました。
細幅のリブがボディにそっと寄り添い、美しいラインをメイク。
ボリューム感のあるボトムや強インパクトのボトムとも合わせやすい1着です。

＜サイズ＞
身幅：39cm
肩幅：32cm
袖丈：61cm
着丈：45cm

＜素材＞
ポリエステル62％、綿33％、ポリウレタン5％

＜モデルの身長＞
150?
158?

※ストレッチあり※裏地なし
※リブ素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265517/black-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265517/ex-45808-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265517/ex-45796-image.jpg,,,
151-5036,フロントジップフェイクレザータイトスカート,ANAP,ボトムス・パンツ ,"こなれ感たっぷりのフェイクレザーを使用したタイトスカート。
着映えするルックスで着こなしを一気にファッショナブルな雰囲気に仕上げてくれます。
ストレッチを効かせ、見た目以上に穿きこなしやすいのも特長。
合わせるアイテム次第で、カジュアルにもスタイリッシュにも傾く便利な1着です。


＜サイズ＞
ウエスト：65cm
ヒップ：80cm
着丈：73cm
スリット：25cm

＜素材＞
合成皮革

＜モデルの身長＞
157?

※ストレッチあり※裏地なし
※密着させておきますと移染しますのでお取り扱いにはお気を付けください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265777/black-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265777/ex-45767-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265777/ex-45766-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265777/ex-45772-image.jpg,,
791-8239,フェイクレザーロングフレアスカート,ANAP,ボトムス・パンツ ,"パッと目を引くフェイクレザー仕立てのスカート。
フェイクレザーの切れ味の鋭さを、女性らしいフレアラインでやわらかく中和しています。
バックにはウエストゴム、全体にはストレッチ性を備えて穿き心地は良好。
トップスインスタイルもすんなりと決まる、使いやすい1着です。


＜サイズ＞
ウエスト：62cm〜82cm
ヒップ：102cm
着丈：84.5cm

＜素材＞
合成皮革

＜モデルの身長＞
163cm

※ストレッチあり※裏地なし※後ろウエストゴムあり
※密着させておきますと移染しますのでお取り扱いにはお気を付けください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/4/264923/black-main.jpg,cdn.anapnet.com/img/item/files/2/6/4/264923/ex-42620-image.jpg,cdn.anapnet.com/img/item/files/2/6/4/264923/ex-42623-image.jpg,cdn.anapnet.com/img/item/files/2/6/4/264923/ex-42624-image.jpg,,
791-8239,フェイクレザーロングフレアスカート,ANAP,ボトムス・パンツ ,"パッと目を引くフェイクレザー仕立てのスカート。
フェイクレザーの切れ味の鋭さを、女性らしいフレアラインでやわらかく中和しています。
バックにはウエストゴム、全体にはストレッチ性を備えて穿き心地は良好。
トップスインスタイルもすんなりと決まる、使いやすい1着です。


＜サイズ＞
ウエスト：62cm〜82cm
ヒップ：102cm
着丈：84.5cm

＜素材＞
合成皮革

＜モデルの身長＞
163cm

※ストレッチあり※裏地なし※後ろウエストゴムあり
※密着させておきますと移染しますのでお取り扱いにはお気を付けください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/4/264923/brown-main.jpg,cdn.anapnet.com/img/item/files/2/6/4/264923/ex-42620-image.jpg,cdn.anapnet.com/img/item/files/2/6/4/264923/ex-42623-image.jpg,cdn.anapnet.com/img/item/files/2/6/4/264923/ex-42624-image.jpg,,
793-8287,ジャガード編みニットコンビトップス,ANAP,Tops,"オンライン限定アイテム

シェブロンデザインがパッと目を引くトップス。
ロングブラウスにニットベストを着合わせているようなフェイクレイヤード仕上げ。
ブラウスはとろみ感のある上品な風合いなので、装いにきれいめなムードが高まります。

＜サイズ＞
身幅：47cm
肩幅：46cm
袖丈：53cm
着丈：(前)64cm(後)70.5cm

＜素材＞
ニット部分/アクリル100％
布帛部分/ポリエステル95％、ポリウレタン5％

＜モデルの身長＞
162?
157?

※ニット部分ストレッチあり※裏地なし
※生地のデザイン上、実際の商品と画像とで柄の配置が異なる場合がございます。予めご了承ください。
※一部ニット素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※ブラウス部分透ける素材になっております。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265518/brown-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265518/ex-45606-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265518/ex-45615-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265518/ex-45611-image.jpg,,
793-8287,ジャガード編みニットコンビトップス,ANAP,Tops,"オンライン限定アイテム

シェブロンデザインがパッと目を引くトップス。
ロングブラウスにニットベストを着合わせているようなフェイクレイヤード仕上げ。
ブラウスはとろみ感のある上品な風合いなので、装いにきれいめなムードが高まります。

＜サイズ＞
身幅：47cm
肩幅：46cm
袖丈：53cm
着丈：(前)64cm(後)70.5cm

＜素材＞
ニット部分/アクリル100％
布帛部分/ポリエステル95％、ポリウレタン5％

＜モデルの身長＞
162?
157?

※ニット部分ストレッチあり※裏地なし
※生地のデザイン上、実際の商品と画像とで柄の配置が異なる場合がございます。予めご了承ください。
※一部ニット素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※ブラウス部分透ける素材になっております。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265518/black-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265518/ex-45606-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265518/ex-45615-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265518/ex-45611-image.jpg,,
153-5043,クロップドジップリブニットトップス,ANAP,Tops,"オンライン限定アイテム

フルジップでエッジの効いたリブニット。
首元までジップを開ければすっきりした印象でデコルテが美しく見えます。
スキニーパンツやベルボトムでサラッと合わせることもでき、ゆったりめなボトムを合わせればコーデにメリハリも付けれられる万能なアイテムです。

＜サイズ＞
身幅：37cm
肩幅：35cm
袖丈：52cm
着丈：39cm

＜素材＞
レーヨン68％、ポリエステル23％、ナイロン9％

＜モデルの身長＞
162?
163?

※ストレッチあり※裏地なし
※リブニット素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265865/grey-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265865/ex-43381-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265865/ex-43379-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265865/ex-43377-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265865/ex-43370-image.jpg,
153-5043,クロップドジップリブニットトップス,ANAP,Tops,"オンライン限定アイテム

フルジップでエッジの効いたリブニット。
首元までジップを開ければすっきりした印象でデコルテが美しく見えます。
スキニーパンツやベルボトムでサラッと合わせることもでき、ゆったりめなボトムを合わせればコーデにメリハリも付けれられる万能なアイテムです。

＜サイズ＞
身幅：37cm
肩幅：35cm
袖丈：52cm
着丈：39cm

＜素材＞
レーヨン68％、ポリエステル23％、ナイロン9％

＜モデルの身長＞
162?
163?

※ストレッチあり※裏地なし
※リブニット素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265865/black-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265865/ex-43381-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265865/ex-43379-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265865/ex-43377-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265865/ex-43370-image.jpg,
793-8309,アニマルプリント裏毛トップス,ANAP,Tops,"オンライン限定アイテム

トレンド感あふれるゆったりとしたシルエットで、カジュアルスタイルには欠かせない1枚です。
柔らかく軽やかな裏毛素材でロングシーズン着ていただけます。

＜サイズ＞
身幅：90cm
ゆき丈：78cm
着丈：69cm
スリット：8.5cm

＜素材＞
ポリエステル80％、綿20％

＜モデルの身長＞
162cm
158cm

※ストレッチあり※裏地なし
※ホワイトは若干透ける素材になっております。
※生地のデザイン上、実際の商品と画像とで柄の配置が異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265684/black-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265684/ex-44190-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265684/ex-44188-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265684/ex-44200-image.jpg,,
793-8309,アニマルプリント裏毛トップス,ANAP,Tops,"オンライン限定アイテム

トレンド感あふれるゆったりとしたシルエットで、カジュアルスタイルには欠かせない1枚です。
柔らかく軽やかな裏毛素材でロングシーズン着ていただけます。

＜サイズ＞
身幅：90cm
ゆき丈：78cm
着丈：69cm
スリット：8.5cm

＜素材＞
ポリエステル80％、綿20％

＜モデルの身長＞
162cm
158cm

※ストレッチあり※裏地なし
※ホワイトは若干透ける素材になっております。
※生地のデザイン上、実際の商品と画像とで柄の配置が異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265684/white-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265684/ex-44190-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265684/ex-44188-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265684/ex-44200-image.jpg,,
793-8280,ANAPロゴプリントミニ裏毛トップス,ANAP,Tops,"★親子お揃いアイテムはこちら★
ANAPロゴプリントミニ裏毛トップス


前後に大きなロゴをポジショニングした裏毛トップス。
大胆にドロップさせた肩ライン、たっぷりとした身幅でゆるカジュアルなムードたっぷりです。
スキニーパンツを合わせたりミニスカートを合わせたりと、着回しのバリエーションが広がるアイテム。


＜サイズ＞
身幅：66cm
ゆき丈：76cm
着丈：(前)65cm(後)73cm

＜素材＞
ポリエステル100％

＜モデルの身長＞
162cm
157cm

※ストレッチあり※裏地なし
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265658/black-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265658/ex-44465-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265658/ex-44461-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265658/ex-44459-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265658/ex-44457-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265658/ex-44464-image.jpg
672-2913,サイドプリントレギンス,ANAP,ボトムス・パンツ ,"オンライン限定アイテム
オーバーサイズやチュニックと合わせたいサイドプリントレギンス。
ストレッチがあり動きやすさも◎
ブーツやピンヒールと相性抜群です。

＜サイズ＞
ウエスト：50cm〜88cm
ヒップ：68cm
わたり幅：22cm
股上：27cm
股下：68cm
裾幅：10.5cm
総丈：93cm

＜素材＞
綿95％、ポリウレタン5％

＜モデルの身長＞
162?

※ストレッチあり※裏地なし※ウエストゴムあり
※生地のデザイン上、実際の商品と画像とで柄の配置が異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265948/black-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265948/ex-45021-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265948/ex-45020-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265948/ex-45023-image.jpg,,
153-5045,フロントデザインプチハイリブトップス,ANAP,Tops,"さりげなくセンシュアルなネック開きデザインを取り入れたトップス。
ボディラインに寄り添うタイトなフィッティングが洗練された印象をメイク。
中肉のふっくらとした素材感で、見た目以上にあたたかみのある着心地が叶います。

＜サイズ＞
身幅：30.5cm
肩幅：32cm
袖丈：56cm
着丈：56.5cm

＜素材＞
レーヨン68％、ポリエステル23％、ナイロン9％

＜モデルの身長＞
163?
162?
157?

※ストレッチあり※裏地なし
※リブニット素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265863/white-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44735-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44738-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44730-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44728-image.jpg,
153-5045,フロントデザインプチハイリブトップス,ANAP,Tops,"さりげなくセンシュアルなネック開きデザインを取り入れたトップス。
ボディラインに寄り添うタイトなフィッティングが洗練された印象をメイク。
中肉のふっくらとした素材感で、見た目以上にあたたかみのある着心地が叶います。

＜サイズ＞
身幅：30.5cm
肩幅：32cm
袖丈：56cm
着丈：56.5cm

＜素材＞
レーヨン68％、ポリエステル23％、ナイロン9％

＜モデルの身長＞
163?
162?
157?

※ストレッチあり※裏地なし
※リブニット素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265863/grey-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44735-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44738-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44730-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44728-image.jpg,
153-5045,フロントデザインプチハイリブトップス,ANAP,Tops,"さりげなくセンシュアルなネック開きデザインを取り入れたトップス。
ボディラインに寄り添うタイトなフィッティングが洗練された印象をメイク。
中肉のふっくらとした素材感で、見た目以上にあたたかみのある着心地が叶います。

＜サイズ＞
身幅：30.5cm
肩幅：32cm
袖丈：56cm
着丈：56.5cm

＜素材＞
レーヨン68％、ポリエステル23％、ナイロン9％

＜モデルの身長＞
163?
162?
157?

※ストレッチあり※裏地なし
※リブニット素材のため、伸縮性があり記載しているサイズと若干異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265863/black-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44735-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44738-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44730-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265863/ex-44728-image.jpg,
158-5004,チェック柄セットアップ,ANAP,ボトムス・パンツ ,"スタイルにおしゃれな統一感が生まれるセットアップ。
カジュアルスタイルにも馴染みやすいトラッドなチェック柄デザインです。
ジャケットはシングル1つボタン、裏地レスのシンプルな仕様。
パンツのウエストはゴム入りなのでトップスインも簡単に。
それぞれ単体でも使えてコーデの幅が広がります。


＜サイズ＞
・ジャケット
身幅：58cm
肩幅：47cm
袖丈：55.5cm
着丈：71cm

・パンツ
ウエスト：64cm〜84cm
ヒップ：100cm
わたり幅：32cm
股上：36.5cm
股下：7.5cm
裾幅：31.5cm
総丈：39.5cm

＜素材＞
ポリエステル100％

＜モデルの身長＞
162cm
157cm

※ストレッチあり※裏地なし※ポケットあり※ウエストゴムあり
※生地のデザイン上、実際の商品と画像とで柄の配置が異なる場合がございます。予めご了承ください。
※商品のお取扱いに関しましては、商品に付属のアテンションカード、洗濯ネームをご覧ください。
※モデル着用画像は光の当たり具合で色味が違って見える場合がございます。
実物の商品の色味はマネキン着用画像をご参照ください。",https://cdn.anapnet.com/img/item/files/2/6/5/265584/grey-main.jpg,cdn.anapnet.com/img/item/files/2/6/5/265584/ex-43902-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265584/ex-43903-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265584/ex-43893-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265584/ex-43892-image.jpg,cdn.anapnet.com/img/item/files/2/6/5/265584/ex-43899-image.jpg
